proof_id,domain,theorem_name,verdict,location,explanation,score
275,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
276,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
277,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
278,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
279,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
280,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
281,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
282,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
283,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
284,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
285,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
286,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
287,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
288,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
289,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
290,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
291,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
292,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
293,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
294,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
295,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
296,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
297,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
298,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
299,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
300,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
301,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
302,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
303,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
304,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
305,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
306,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
307,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
308,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
309,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
310,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
311,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
312,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
313,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
314,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
315,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
316,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
317,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
318,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
319,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
320,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
321,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
322,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
323,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
324,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
325,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
326,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
327,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
328,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
329,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
330,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
331,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
332,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
333,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
334,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
335,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
336,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
337,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
338,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
339,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
340,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
341,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
342,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
343,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
344,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
345,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
346,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
347,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
348,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
349,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
350,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
351,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
352,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
353,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
354,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
355,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
356,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
357,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
358,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
359,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
360,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
361,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
362,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
363,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
364,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
365,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
366,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
367,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
368,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
369,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
370,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
371,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
372,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
373,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
374,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
375,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
376,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
377,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
378,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
379,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
380,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
381,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
382,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
383,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
384,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
385,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
386,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
387,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
388,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
389,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
390,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
391,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
392,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
393,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
394,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
395,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
396,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
397,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
398,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
399,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
400,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
401,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
402,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
403,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
404,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
405,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
406,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
407,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
408,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
409,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
410,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
411,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
412,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
413,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
414,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
415,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
416,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
417,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
418,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
419,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
420,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
421,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
422,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
423,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
424,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
425,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
